paper_idx,para_idx,abstract
13,2,"Weyl semimetals represent a novel state of matter in which Weyl fermions emerge as quasiparticles. These Weyl fermions occur at isolated bulk band degeneracy points—Weyl nodes—that are connected only via the crystal boundary by exotic Fermi arcs. The length of a Fermi arc serves as a measure of the topological strength, because the sole route to eliminate Weyl nodes is their pairwise annihilation in reciprocal space. To date, Weyl semimetals have been realized only in the TaAs class. In this work we propose a tunable Weyl state in MoxW1−xTe2, where the Weyl nodes arise from touching points between metallic pockets. We demonstrate that the Fermi arc length can be tuned by changing the Mo concentration, thereby adjusting the topological strength. Our findings provide an experimentally feasible route to accessing Weyl physics in the layered compound MoxW1−xTe2, which displays non-saturating magneto-resistance and pressure-driven superconductivity."
13,3,"A Weyl semimetal is a newly identified state of matter that hosts Weyl fermions as emergent quasiparticles. These Weyl fermions originate from isolated bulk band degeneracy points—Weyl nodes—that are connected only via the crystal’s boundary by unusual Fermi arcs. The Fermi arc length serves as a measure of the topological strength, since the sole mechanism to eliminate Weyl nodes is their pairwise annihilation in reciprocal space. To date, Weyl semimetals have been realized only in the TaAs class. Here we propose a tunable Weyl state in MoxW1−xTe2, in which Weyl nodes appear as touching points between metallic pockets. We show that the Fermi arc length can be varied by changing the Mo concentration, thereby tuning the topological strength. Our results provide an experimentally feasible route to realizing Weyl physics in the layered compound MoxW1−xTe2, where non-saturating magneto-resistance and pressure-driven superconductivity have been observed."
13,4,"A Weyl semimetal is a novel phase of matter in which Weyl fermions appear as emergent quasiparticles. These Weyl fermions are associated with isolated bulk band degeneracies—Weyl nodes—that are linked only at the crystal boundary by unusual Fermi arcs. The Fermi-arc length serves as a measure of the system’s topological strength, since the sole route to eliminate Weyl nodes is their mutual annihilation in pairs in reciprocal space. Until now, Weyl semimetals have been realized only within the TaAs family. In this work we propose a tunable Weyl phase in MoxW1−xTe2, where Weyl nodes arise at touching points between metallic pockets. We demonstrate that the Fermi-arc length varies with the Mo concentration, enabling control of the topological strength. Our findings offer an experimentally accessible pathway to Weyl physics in the layered material MoxW1−xTe2, which is known to exhibit non-saturating magneto-resistance and pressure-induced superconductivity."
14,0,"Using Ru NMR, we examined and compared the magnetic properties of three-dimensional (3D) perovskites SrRuO3 (ferromagnet) and CaRuO3 (exchange enhanced paramagnet) with those of the two-dimensional (2D) layered perovskite Sr2RuO4 (superconductor), RuO2, and Ru metal (Pauli paramagnet). We observe that 4d-spin contributions dominate both the Knight shift and the 101(1/T1) of Ru in SrRuO3, CaRuO3, and Sr2RuO4, whereas such contributions are not dominant in nonmagnetic RuO2 and in Ru metal. The experimental findings — specifically that the Stoner factor for CaRuO3 is close to 1 and that the correlation factor inferred from the modified-Korringa behavior of Ru-T1 is much less than 1 — imply that CaRuO3 is a nearly ferromagnetic (FM) metal whose spin fluctuations (SF) are dominated by low-frequency, long-wavelength components. Although the Stoner factor for Sr2RuO4 likewise signals proximity to ferromagnetism, the character of the SF in Sr2RuO4 differs from that in CaRuO3. When combined with prior 17O NMR results on Sr2RuO4, our data indicate that the in-plane low-frequency components of SF are exchange enhanced with little q dependence owing to the 2D electronic structure (i.e., 2D nearly FM), while the out-of-plane low-frequency component reveals antiferromagnetic (AFM) SF between layers at low temperature. We propose that the evolution of SF from 3D to 2D nearly FM behavior is relevant to the emergence of spin-triplet superconductivity in Sr2RuO4. In particular, the 2D nearly FM SF in the in-plane 4dxy–pπ band may play an important role in stabilizing a parallel-spin pairing state within the basal plane among the possible spin-triplet order-parameter representations in Sr2RuO4."
14,1,"Using Ru NMR, we examined and compared magnetic properties of three-dimensional (3D) perovskites SrRuO3 (ferromagnet) and CaRuO3 (exchange-enhanced paramagnet) with those of the two-dimensional (2D) layered perovskite Sr2RuO4 (superconductor), RuO2, and Ru metal (Pauli paramagnet). We observe that 4d-spin contributions dominate both the Knight shift and the 101(1/T1) of Ru in SrRuO3, CaRuO3, and Sr2RuO4, whereas such contributions are negligible in nonmagnetic RuO2 and in Ru metal. The data—specifically a Stoner factor for CaRuO3 close to 1 and a correlation factor from the modified-Korringa analysis of Ru-T1 much less than 1—indicate that CaRuO3 is a nearly ferromagnetic metal whose spin fluctuations (SF) are dominated by low-frequency, long-wavelength components. Although the Stoner factor for Sr2RuO4 likewise points to proximity to ferromagnetism, the character of SF in Sr2RuO4 differs from that in CaRuO3. Combining our results with previous 17O NMR work on Sr2RuO4 shows that the in-plane low-frequency SF components are exchange enhanced and lack significant q dependence due to the 2D electronic character (i.e., 2D nearly FM), while the out-of-plane low-frequency component reveals antiferromagnetic SF between layers at low temperature. We propose that the evolution from 3D to 2D nearly FM SF is relevant to the emergence of spin-triplet superconductivity in Sr2RuO4. In particular, the 2D nearly FM SF in the in-plane 4dxy–pπ band may be important for stabilizing a parallel-spin pairing state within the basal plane among the possible spin-triplet order-parameter representations in Sr2RuO4."
14,2,"Using Ru NMR, we examined and compared the magnetic properties of three-dimensional (3D) perovskites SrRuO3 (ferromagnet) and CaRuO3 (exchange enhanced paramagnet) with those of the two-dimensional (2D) layered perovskite Sr2RuO4 (superconductor), RuO2, and Ru metal (Pauli paramagnet). We observe that 4d-spin contributions to the Knight shift and to 101(1/T1) of Ru dominate in SrRuO3, CaRuO3, and Sr2RuO4, whereas such contributions are not predominant in nonmagnetic RuO2 and in Ru metal. The experimental finding that the Stoner factor for CaRuO3 is close to 1, together with a correlation factor extracted from the modified-Korringa behavior of Ru-T1 that is much less than 1, indicates that CaRuO3 is a nearly ferromagnetic metal governed by low-frequency, long-wavelength components of the spin fluctuations (SF). Although the Stoner factor for Sr2RuO4 likewise signals proximity to ferromagnetism, the character of the SF in Sr2RuO4 differs from that in CaRuO3. Combining our results with previous 17O NMR data on Sr2RuO4 shows that the in-plane low-frequency components of SF are exchange enhanced with no significant q dependence owing to the 2D electronic character (2D nearly FM), while the out-of-plane low-frequency component reveals antiferromagnetic (AFM) SF between layers at low temperature. We propose that the evolution from 3D to 2D nearly FM SF is relevant to the emergence of spin-triplet superconductivity in Sr2RuO4. In particular, the 2D nearly FM SF in the in-plane 4dxy–pπ band may play a significant role in stabilizing a parallel spin pairing state within the basal plane among the possible spin-triplet order-parameter representations in Sr2RuO4."
14,3,"Using Ru NMR, we investigated the magnetic properties of three-dimensional (3D) perovskites SrRuO3 (ferromagnet) and CaRuO3 (exchange enhanced paramagnet) and compared them with those of the two-dimensional (2D) layered perovskite Sr2RuO4 (superconductor), RuO2, and Ru metal (Pauli paramagnet). We observe that 4d-spin contributions to the Knight shift and to 101(1/T1) of Ru are dominant in SrRuO3, CaRuO3, and Sr2RuO4, whereas they are not dominant in nonmagnetic RuO2 and Ru metal. The experimental results — specifically that the Stoner factor for CaRuO3 is close to 1 and that a correlation factor estimated from modified-Korringa behavior of Ru-T1 is much less than 1 — indicate that CaRuO3 is a nearly ferromagnetic (FM) metal governed by low-frequency, long-wavelength components of the spin fluctuations (SF). Although the Stoner factor for Sr2RuO4 likewise points to proximity to ferromagnetism, the SF in Sr2RuO4 differ from those in CaRuO3. Combined with previous 17O NMR work on Sr2RuO4, our results imply that the in-plane low-frequency components of SF are exchange enhanced with no significant q dependence because of the 2D electronic character (2D nearly FM), while the out-of-plane low-frequency component evidences antiferromagnetic (AFM) SF between layers at low temperature. We propose that the evolution from 3D to 2D nearly FM SF is relevant to the emergence of spin-triplet superconductivity in Sr2RuO4. In particular, the 2D nearly FM SF in the in-plane 4dxy-pπ band may play an important role in stabilizing a parallel spin pairing state within the basal plane among the various representations of the spin-triplet order parameter in Sr2RuO4."
14,4,"Using Ru NMR, we examined and contrasted the magnetic properties of three-dimensional (3D) perovskites SrRuO3 (ferromagnet) and CaRuO3 (exchange-enhanced paramagnet) with those of the two-dimensional (2D) layered perovskite Sr2RuO4 (superconductor), RuO2, and Ru metal (Pauli paramagnet). We observe that 4d-spin contributions dominate both the Knight shift and the 101(1/T1) of Ru in SrRuO3, CaRuO3, and Sr2RuO4, whereas such contributions are absent in nonmagnetic RuO2 and Ru metal. The experimental finding that the Stoner factor for CaRuO3 is close to unity, together with a correlation factor extracted from the modified-Korringa behavior of Ru-T1 that is much smaller than 1, indicates that CaRuO3 is a nearly ferromagnetic (FM) metal characterized by low-frequency, long-wavelength spin fluctuations (SF). Although the Stoner factor for Sr2RuO4 likewise signals proximity to ferromagnetism, the SF in Sr2RuO4 differ from those in CaRuO3. Combining our results with prior 17O NMR work on Sr2RuO4 shows that the in-plane low-frequency components of SF are exchange-enhanced and lack significant q dependence because of the 2D electronic character (i.e., 2D nearly FM), while the out-of-plane low-frequency component reveals antiferromagnetic (AFM) SF between layers at low temperature. We propose that the evolution from 3D to 2D nearly FM SF is relevant to the emergence of spin-triplet superconductivity in Sr2RuO4. In particular, the 2D nearly FM SF in the in-plane 4dxy–pπ band may be important for stabilizing a parallel-spin pairing state within the basal plane among the various spin-triplet order-parameter representations in Sr2RuO4."
15,0,"Two-dimensional (2D) nanomaterials hold the potential to transform numerous fields by offering materials with advanced functional applications. Examples of these 2D nanomaterials include graphene and its derivative, graphene nanosheets, graphene nanoplatelets, metal-organic frameworks (MOFs), transition metal dichalcogenides, MXenes, covalent organic frameworks (COFs), hexagonal boron nitride (h-BN), etc., which are employed in energy storage devices, hybrid capacitors, supercapacitors, photovoltaic cells, sensors, photoluminescent devices, semiconductors, diodes, transistors, room temperature superconductor, anti-corrosive coating, insulating materials, etc. In this review article we concentrate on various synthetic approaches, design strategies, and processing methods for 2D nanomaterials. We discuss different synthesis practices such as ultrasonic exfoliation, Hummers, chemical vapor deposition, hydrothermal/solvothermal, micromechanical exfoliation, ligand-assisted approach, small molecule mediated synthesis, etc. Controlling the processing route is critical for tailoring the properties of 2D nanomaterials, since those properties strongly depend on factors like size-to-volume ratio, exfoliation technique, thickness and lateral dimensions of the 2D sheets, porous versus nonporous character, and the percentage of organic and inorganic content, etc. Emphasis is placed on how surface properties influence the physical, mechanical, optical, and electrical behaviors and consequent applications of 2D nanomaterials, and a few important applications are also discussed. This review adopts a holistic perspective by incorporating social, economic, and ecological aspects of 2D nanomaterial synthesis and aims to assist in the design, fabrication, and application-specific development of 2D nanomaterials for various nanodevices."
15,1,"Two-dimensional (2D) nanomaterials possess the potential to transform technologies by offering materials with advanced functional applications. These 2D nanomaterials — i.e., graphene and its derivative, graphene nanosheets, graphene nanoplatelets, metal-organic frameworks (MOFs), transition metal dichalcogenides, MXenes, covalent organic frameworks (COFs), hexagonal boron nitride (h-BN), etc. — are employed in energy storage devices, hybrid capacitors, supercapacitors, photovoltaic cells, sensors, photoluminescent devices, semiconductors, diodes, transistors, room temperature superconductor, anti-corrosive coating, insulating materials, and other applications. In this review article, we focus on the various synthetic approaches, design strategies, and processing methods for 2D nanomaterials. Synthesis practices such as ultrasonic exfoliation, Hummers, chemical vapor deposition, hydrothermal/solvothermal techniques, micromechanical exfoliation, ligand-assisted approaches, and small molecule mediated synthesis, among others, are discussed. Controlling the processing route is crucial for tailoring desired properties because nanomaterial behavior depends strongly on factors like size-to-volume ratio, exfoliation technique, sheet thickness and dimensions, porous versus nonporous character, and the fraction of organic versus inorganic content. Emphasis is placed on how surface properties influence the physical, mechanical, optical, and electrical characteristics and applications of 2D nanomaterials, and several key applications are examined. This review adopts a holistic perspective by incorporating social, economic, and ecological considerations in the synthesis of 2D nanomaterials and aims to aid the design, fabrication, and application-specific development of 2D nanomaterials for diverse nanodevices."
15,2,"Two-dimensional (2D) nanomaterials hold transformative potential by offering materials with advanced functional applications. Examples such as graphene and its derivatives—graphene nanosheets, graphene nanoplatelets—alongside metal-organic frameworks (MOFs), transition metal dichalcogenides, MXenes, covalent organic frameworks (COFs), hexagonal boron nitride (h-BN), etc., are applied in energy storage devices, hybrid capacitors, supercapacitors, photovoltaic cells, sensors, photoluminescent devices, semiconductors, diodes, transistors, room temperature superconductor, anti-corrosive coatings, insulating materials, etc. In this review article, we concentrate on various synthetic strategies, design principles, and processing techniques for 2D nanomaterials. Synthesis methods discussed include ultrasonic exfoliation, Hummers, chemical vapor deposition, hydrothermal/solvothermal, micromechanical exfoliation, ligand-assisted approaches, small molecule mediated synthesis, etc. Achieving targeted properties in 2D nanomaterials requires precise control of processing, since material characteristics strongly depend on factors such as size-to-volume ratio, exfoliation technique, sheet thickness and dimensions, porous versus nonporous nature, and the proportion of organic to inorganic content. We place emphasis on how surface properties influence the physical, mechanical, optical, and electrical behaviors and resultant applications of 2D nanomaterials, and we also discuss a few important applications. This review adopts a holistic perspective—addressing social, economic, and ecological considerations in the synthesis of 2D nanomaterials—and aims to assist in the design, fabrication, and application-specific tailoring of 2D nanomaterials for diverse nanodevices."
15,3,"Two-dimensional (2D) nanomaterials have the potential to change the world by providing materials with advanced functional applications. These 2D nanomaterials—graphene and its derivative, graphene nanosheets, graphene nanoplatelets, metal-organic frameworks (MOFs), transition metal dichalcogenides, MXenes, covalent organic frameworks (COFs), hexagonal boron nitride (h-BN), etc.—find applications in energy storage devices, hybrid capacitors, supercapacitors, photovoltaic cells, sensors, photoluminescent devices, semiconductors, diodes, transistors, room temperature superconductor, anti-corrosive coating, insulating materials, etc. In this review article, we have focused on different synthetic approaches, designs, and processing methods of 2D nanomaterials. Various synthesis practices such as ultrasonic exfoliation, Hummers, chemical vapor deposition, hydrothermal/solvothermal, micromechanical exfoliation, ligand-assisted approach, small molecule mediated synthesis, etc., are discussed. To design 2D nanomaterials with desired properties, tighter control over processing is required because their properties vary greatly depending upon size-to-volume ratio, exfoliation technique, thickness and dimension of the 2D sheet, porous versus nonporous character, percentage of organic and inorganic content, etc. Emphasis is placed on how surface properties affect the physical, mechanical, optical, and electrical properties and applications of 2D nanomaterials. A few important applications of 2D nanomaterials are also discussed. This review adopts a holistic approach—incorporating social, economic, and ecological aspects in the synthesis of 2D nanomaterials—and will certainly help in designing and fabricating application-specific 2D nanomaterials for different nanodevices."
15,4,"Two-dimensional (2D) nanomaterials possess transformative potential, offering materials for advanced functional applications. The 2D nanomaterials, i.e., graphene and its derivative, graphene nanosheets, graphene nanoplatelets, metal-organic frameworks (MOFs), transition metal dichalcogenides, MXenes, covalent organic frameworks (COFs), hexagonal boron nitride (h-BN), etc., find use in energy storage devices, hybrid capacitors, supercapacitors, photovoltaic cells, sensors, photoluminescent devices, semiconductors, diodes, transistors, room temperature superconductor, anti-corrosive coatings, insulating materials, etc. In this review article, we have focussed on different synthetic approaches, designs, and processing methods of 2D nanomaterials. Various synthesis practices such as ultrasonic exfoliation, Hummers, chemical vapor deposition, hydrothermal/solvothermal, micromechanical exfoliation, ligand-assisted approaches, small molecule mediated synthesis, etc., are discussed. Designing 2D nanomaterials with desired properties requires careful control over the processing method, since properties change markedly with size-to-volume ratio, exfoliation technique, thickness and dimension of the 2D sheet, porous versus nonporous character, percentage of organic and inorganic content, etc. Emphasis is placed on the effect of surface properties on the physical, mechanical, optical, and electrical properties and applications of 2D nanomaterials. A few important applications of 2D nanomaterials are also discussed. This review adopts a holistic approach that includes social, economic, and ecological aspects of 2D nanomaterial synthesis and will certainly help in designing fabrication- and application-specific 2D nanomaterials for different nanodevices."
16,0,"CONSPECTUS: Achieving phase changes by selectively exciting particular vibrational modes with light in molecular and condensed-phase systems has been a longstanding objective of laser science. To date, however, control over phases has predominantly relied on coherent fields produced by femtosecond pulsed lasers at near-infrared or visible wavelengths. Recent advances in generating intense femtosecond pulses in the mid-infrared—tunable into resonance with infrared-active crystal lattice modes—are now pushing the field forward. Mode-selective vibrational excitation is especially compelling in complex oxides with strong electronic correlations, where even minute distortions of the crystal lattice can produce colossal alterations of electronic and magnetic properties. In this Account, we review recent work aimed at steering the collective phase state of solids via selective excitation of lattice modes. The central element of the underlying physics is the nonlinear coupling of a resonantly driven phonon to other (Raman-active) modes arising from lattice anharmonicities, a mechanism theoretically framed as ionic Raman scattering in the 1970s. Such nonlinear phononic processes produce a rectification of the directly excited infrared-active mode and generate a net displacement of the crystal along the coordinates of all anharmonically coupled modes. We describe both the theoretical framework and experimental demonstrations of this effect, employing femtosecond optical spectroscopy and ultrafast X-ray diffraction at a free electron laser. The nonlinear lattice dynamics observed are shown to trigger electronic and magnetic phase transitions in a variety of complex oxides, including insulator–metal transitions, melting of charge/orbital order, and magnetic switching in manganites. In addition, selective vibrational excitation can drive high-TC cuprates into a transient structural state with enhanced superconductivity. Merging nonlinear phononics with ultrafast crystallography at X-ray free electron lasers may offer new design principles for creating materials that display these exotic behaviors in equilibrium."
16,1,"CONSPECTUS: For decades, a central aim of laser science has been to induce phase changes by selectively exciting particular vibrational modes in molecular and condensed-phase systems. To date, however, phase control has mostly relied on coherent light fields produced by femtosecond pulsed lasers at near-infrared or visible wavelengths. Recent advances in producing intense femtosecond pulses in the mid-infrared, which can be tuned into resonance with infrared-active crystal lattice modes of solids, are now pushing this field forward. Selective vibrational excitation is especially compelling in complex oxides with strong electronic correlations, where minute changes to the crystallographic structure can produce colossal modifications of electronic and magnetic properties. In this Account, we summarize recent efforts to manipulate the collective phase state of solids through mode-selective lattice excitation. The crucial element of the underlying physics is the nonlinear coupling of a resonantly driven phonon to other (Raman-active) modes arising from lattice anharmonicities, a mechanism theoretically described as ionic Raman scattering in the 1970s. This nonlinear phononic excitation produces a rectification of the directly excited infrared-active mode and yields a net displacement of the crystal along the coordinates of all anharmonically coupled modes. We present both the theoretical framework and experimental demonstrations of this effect, employing femtosecond optical spectroscopy and ultrafast X-ray diffraction at a free electron laser. The observed nonlinear lattice dynamics are shown to drive electronic and magnetic phase transitions in many complex oxides, including insulator-metal transitions, charge/orbital order melting, and magnetic switching in manganites. Furthermore, selective vibrational excitation can drive high-TC cuprates into a transient structure with enhanced superconductivity. Combining nonlinear phononics with ultrafast crystallography at X-ray free electron lasers may provide new design rules for developing materials that display these exotic behaviors in equilibrium."
16,2,"Driving phase changes by selectively exciting particular vibrational modes with light in molecular and condensed-phase systems has been a long-standing objective in laser science. Until now, most demonstrations of phase control have relied on coherent fields from femtosecond pulsed lasers at near-infrared or visible wavelengths. Recent advances in generating intense femtosecond mid-infrared pulses, which can be tuned into resonance with infrared-active lattice modes of solids, are pushing the field forward. Mode-selective vibrational driving is especially compelling in complex oxides with strong electronic correlations, where minute alterations of the crystal structure can produce enormous modifications of electronic and magnetic properties. In this Account we review recent attempts to manipulate the collective phase state of solids through selective excitation of lattice modes. Central to the mechanism is the nonlinear coupling between a resonantly driven phonon and other (Raman-active) modes arising from lattice anharmonicities—a process historically described as ionic Raman scattering in the 1970s. This nonlinear phononic process rectifies the directly excited infrared-active vibration, producing a net displacement of the lattice along the coordinates of all anharmonically coupled modes. We describe the theoretical framework and report experimental demonstrations using femtosecond optical spectroscopy and ultrafast X-ray diffraction at a free electron laser. The observed nonlinear lattice dynamics have been shown to induce electronic and magnetic phase transitions in a range of complex oxides, including insulator–metal transitions, melting of charge/orbital order, and magnetic switching in manganites. Selective vibrational excitation has also been used to drive high-TC cuprates into a transient structure exhibiting enhanced superconductivity. Combining nonlinear phononics with ultrafast crystallography at X-ray free electron lasers could yield new design rules for creating materials that display these exotic behaviors in equilibrium."
16,3,"CONSPECTUS: Using selective optical excitation of particular vibrational modes to drive phase changes in molecular and condensed-matter systems has long been a central aim of laser science. Until now, control over phases has been accomplished mainly with coherent light fields from femtosecond pulsed lasers operating at near-infrared or visible wavelengths. Recent advances in producing intense femtosecond pulses in the mid-infrared—tunable into resonance with infrared-active lattice modes of solids—are pushing this field forward. Targeted vibrational excitation is especially compelling in complex oxides with strong electronic correlations, where minute distortions of the crystal lattice can produce colossal alterations of electronic and magnetic behavior. In this Account we review recent efforts to manipulate collective phase states in solids by mode-selective lattice excitation. The central physics is the nonlinear coupling of a resonantly driven phonon to other (Raman-active) modes via lattice anharmonicities, a mechanism discussed theoretically in the 1970s as ionic Raman scattering. This nonlinear phononic process rectifies the directly excited infrared-active mode and produces a net displacement of the crystal along the coordinates of all anharmonically coupled modes. We present both the theoretical framework and experimental demonstrations, employing femtosecond optical spectroscopy and ultrafast X-ray diffraction at a free electron laser. The measured nonlinear lattice dynamics have been shown to induce electronic and magnetic phase transitions in many complex oxides—including insulator–metal transitions, melting of charge/orbital order, and magnetic switching in manganites—and the same selective vibrational driving can transiently place high-TC cuprates into structures with enhanced superconductivity. Combining nonlinear phononics with ultrafast crystallography at X-ray free electron lasers may offer new design rules for creating materials that display these exotic behaviors in equilibrium."
16,4,"CONSPECTUS: Driving phase changes by selectively exciting particular vibrational modes in molecular and condensed-phase systems has long been a central objective of laser science. Until now, control of phases has largely relied on coherent light fields from femtosecond pulsed lasers operating at near-infrared or visible wavelengths. Recent advances in producing intense femtosecond pulses in the mid-infrared, however, enable resonant tuning to infrared-active crystal lattice modes in solids and are pushing the field forward. Selective vibrational excitation is especially compelling in complex oxides with strong electronic correlations, because minute modifications of the crystallographic structure can produce colossal alterations of electronic and magnetic properties. In this Account, we review recent work aimed at steering collective phase states in solids via mode-selective lattice excitation. The essential physics is a nonlinear coupling between the resonantly driven phonon and other (Raman-active) modes arising from lattice anharmonicities, a mechanism that was theoretically described as ionic Raman scattering in the 1970s. Such nonlinear phononic driving produces rectification of the directly excited infrared-active mode and yields a net displacement of the crystal along the coordinates of all anharmonically coupled modes. We outline the theoretical framework and report experimental demonstrations using femtosecond optical spectroscopy and ultrafast X-ray diffraction at a free electron laser. The observed nonlinear lattice dynamics have been shown to induce electronic and magnetic phase transitions in a variety of complex oxides, including insulator–metal transitions, melting of charge/orbital order, and magnetic switching in manganites. Moreover, selective vibrational excitation can transiently drive high-TC cuprates into a structural state with enhanced superconductivity. Combining nonlinear phononics with ultrafast crystallography at X-ray free electron lasers may establish new design principles for creating materials that display these exotic behaviors in equilibrium."
17,0,"C-axis-oriented HgBa2Ca2Cu3O8+δ thin films exhibit superconductivity above 130 K. At 5 K the superconducting critical current density (Jc) reaches 23 MA/cm2 in the absence of a magnetic field and remains above 2 MA/cm2 in a 5 T magnetic field with the field along the c axis. A zero-field Jc of 0.5 MA/cm2 is preserved to temperatures exceeding 100 K, indicating that the mercury-based cuprate thin films are promising for applications in superconducting electronic devices operating above 100 K."
17,1,"Superconductivity above 130 K has been realized in c-axis-oriented HgBa2Ca2Cu3O8+δ thin films. At 5 K, the superconducting critical current density (Jc) of the film is 23 MA/cm2 in the absence of a magnetic field and remains above 2 MA/cm2 in a 5 T magnetic field applied along the c axis. A zero-field Jc of 0.5 MA/cm2 is sustained to temperatures exceeding 100 K, indicating that the mercury-based cuprate thin films are promising for superconducting electronic devices operating above 100 K."
17,2,"C-axis-oriented HgBa2Ca2Cu3O8+δ thin films exhibit superconductivity at temperatures exceeding 130 K. At 5 K, the film's superconducting critical current density (Jc) reaches 23 MA/cm2 in zero applied magnetic field and remains above 2 MA/cm2 when a 5 T magnetic field is applied parallel to the c axis. A zero-field Jc of 0.5 MA/cm2 persists to temperatures above 100 K, indicating that these mercury-based cuprate thin films are promising for superconducting electronic device applications operating above 100 K."
17,3,"C-axis-oriented HgBa2Ca2Cu3O8+δ thin films exhibit superconductivity above 130 K. At 5 K, the film’s superconducting critical current density (Jc) is 23 MA/cm2 in the absence of a magnetic field and remains above 2 MA/cm2 in a 5 T magnetic field with the field along the c axis. A zero-field Jc of 0.5 MA/cm2 is maintained to temperatures over 100 K, indicating that mercury-based cuprate thin films are promising for applications of superconducting electronic devices operating above 100 K."
17,4,"C-axis-oriented HgBa2Ca2Cu3O8+δ thin films exhibit superconductivity above 130 K. At 5 K the superconducting critical current density (Jc) reaches 23 MA/cm2 in the absence of magnetic field and remains above 2 MA/cm2 in a 5 T magnetic field applied along the c axis. A zero-field Jc of 0.5 MA/cm2 is maintained to temperatures over 100 K, indicating that mercury-based cuprate thin films are promising for applications of superconducting electronic devices operating at above 100 K."
18,0,"High temperature superconducting (HTS) flux pumps can produce ultra-high currents (>1 kA) without the need for thermally inefficient room temperature current leads. Such ultra-high currents permit physically smaller magnets with substantially lower inductance, thereby unlocking new design opportunities. However, limited by intrinsically low electrical power efficiencies, existing HTS flux pumps cannot deliver high voltage or high power. In this work, we design, devise, and experimentally verify a transformer–rectifier type HTS flux pump based on Jc(B) switching. We demonstrate that rectification can be realized by exploiting the HTS E–J relation under applied DC magnetic fields. A quasi-persistent current of 54.5 A has been achieved at 77 K, the magnitude being limited solely by the load coil critical current. Moreover, we derive the electrical power efficiencies for both half-wave and full-wave flux pump configurations, and we show that the fundamental Jc(B) mechanism affords significantly higher efficiency than existing HTS flux pumps. This advancement overturns the common view that HTS flux pumps are useful only for maintaining, rather than rapidly ramping, magnetic fields."
18,1,"High temperature superconducting (HTS) flux pumps can produce ultra-high currents (>1 kA) without the need for thermally inefficient room-temperature current leads. Such ultra-high currents enable physically smaller magnets with substantially reduced inductance, thereby unlocking new design opportunities. However, because of intrinsically low electrical power efficiencies, existing HTS flux pumps are unable to provide high voltage or high power. In this work we design, devise, and experimentally verify a transformer–rectifier type HTS flux pump using Jc(B) switching. We show that rectification can be realized by exploiting the HTS E-J relation through the application of DC magnetic fields. A quasi-persistent current of 54.5 A has been achieved at 77 K, limited only by the load coil critical current. Furthermore, we derive the electrical power efficiencies for both half-wave and full-wave flux pumps and demonstrate that the fundamental Jc(B) mechanism yields significantly higher efficiency than existing HTS flux pumps. This advancement will overthrow the common knowledge that HTS flux pumps could only be used for maintaining rather than fast ramping magnetic fields."
18,2,"High temperature superconducting (HTS) flux pumps are capable of producing ultra-high currents (>1 kA) without relying on thermally inefficient room-temperature current leads. Such ultra-high currents allow construction of more compact magnets with greatly reduced inductance, opening new design possibilities. However, because of intrinsically low electrical power efficiencies, existing HTS flux pumps cannot deliver high voltage or high power. In this work we design, implement, and experimentally validate a transformer–rectifier type HTS flux pump that operates via Jc(B) switching. We demonstrate that rectification is realizable by exploiting the HTS E-J relation under applied DC magnetic fields. A quasi-persistent current of 54.5 A has been achieved at 77 K, the value being limited only by the load coil critical current. Furthermore, we derive the electrical power efficiencies for both half-wave and full-wave implementations of the flux pump and show that the fundamental Jc(B) mechanism yields substantially higher efficiency than existing HTS flux pumps. This development challenges the prevailing view that HTS flux pumps are suitable only for maintaining, rather than rapidly ramping, magnetic fields."
18,3,"High temperature superconducting (HTS) flux pumps can produce ultra-high currents (>1 kA) without requiring thermally inefficient room-temperature current leads. Such ultra-high currents allow the construction of much smaller magnets with substantially lower inductance, opening new design possibilities. Nevertheless, because of intrinsically low electrical power efficiencies, present HTS flux pumps are unable to deliver high voltage or high power. Here, we design, fabricate, and experimentally validate a transformer–rectifier type HTS flux pump that employs Jc(B) switching. We demonstrate that rectification is achieved by leveraging the HTS E–J relation in the presence of applied DC magnetic fields. A quasi-persistent current of 54.5 A at 77 K is realized, the value being limited only by the load coil’s critical current. Moreover, we derive the electrical power efficiencies for both half-wave and full-wave flux pump topologies and show that the underlying Jc(B) mechanism yields markedly higher efficiency than existing HTS flux pumps. This development overturns the prevailing view that HTS flux pumps are suitable only for maintaining, rather than rapidly ramping, magnetic fields."
18,4,"High temperature superconducting (HTS) flux pumps are capable of producing ultra-high currents (>1 kA) without requiring thermally inefficient room-temperature current leads. These ultra-high currents permit the construction of physically smaller magnets with substantially lower inductance, thereby enabling new design opportunities. However, because existing HTS flux pumps are intrinsically limited by low electrical power efficiencies, they have been unable to deliver high voltage or high power. In this work we design, implement, and experimentally validate a transformer–rectifier-type HTS flux pump that employs Jc(B) switching. We demonstrate that rectification can be accomplished by exploiting the HTS E–J relation together with applied DC magnetic fields. A quasi-persistent current of 54.5 A was achieved at 77 K, a value constrained only by the load coil’s critical current. Furthermore, we derive the electrical power efficiencies for both half-wave and full-wave flux-pump configurations. We show that the fundamental Jc(B) mechanism provides significantly higher efficiency than existing HTS flux pumps. This advancement will overturn the common knowledge that HTS flux pumps could only be used for maintaining rather than fast ramping magnetic fields."
